Player,GS_x,AS_x,Season,Age_x,Team_x,G_x,GS.1_x,AS.1_x,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,FT%,TS%,eFG%,Pos_x,Player-additional_x,Rk_y,GS_y,AS_y,Age_y,Team_y,G_y,GS.1_y,AS.1_y,WS,ORtg,DRtg,OWS,DWS,WS/48,OBPM,DBPM,BPM,VORP,PER,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Pos_y,Player-additional_y
Deandre Ayton,55,0,2023-24,25,POR,55,55,0,1784,427,749,426,739,1,10,65,79,176,433,609,90,56,42,99,109,920,0.57,0.576,0.1,0.823,0.587,0.571,C,aytonde01,161,55,0,25,POR,55,55,0,3.9,115,114,1.8,2.1,0.106,0.5,-0.2,0.3,1,18.9,10.4,28.9,19.1,8.8,1.5,2.1,11.2,21.1,C,aytonde01
Marvin Bagley III,25,0,2023-24,24,DETWAS,50,25,0,1053,239,408,230,385,9,23,96,126,130,182,312,55,20,33,59,81,583,0.586,0.597,0.391,0.762,0.629,0.597,F-C,baglema01,162,25,0,24,DETWAS,50,25,0,2.7,122,119,2,0.7,0.122,1,-1.4,-0.4,0.4,19.4,13.1,19.2,16.1,8.1,0.9,2.6,11.3,21,F-C,baglema01
LaMelo Ball,22,0,2023-24,22,CHO,22,22,0,711,183,423,113,226,70,197,90,104,29,84,113,176,40,4,83,79,526,0.433,0.5,0.355,0.865,0.561,0.515,G,ballla01,163,22,0,22,CHO,22,22,0,1.1,110,118,0.6,0.5,0.074,3.8,-0.5,3.3,1,20.8,4.4,13.7,8.9,43.1,2.8,0.5,15,34.3,G,ballla01
Mo Bamba,17,0,2023-24,25,PHI,57,17,0,740,97,198,72,134,25,64,34,50,77,161,238,41,22,60,39,101,253,0.49,0.537,0.391,0.68,0.575,0.553,C,bambamo01,164,17,0,25,PHI,57,17,0,2,116,109,0.6,1.3,0.128,-2.3,1.4,-1,0.2,15.4,11.3,24.5,17.8,7.6,1.5,7.4,15.1,15.1,C,bambamo01
Paolo Banchero,80,1,2023-24,21,ORL,80,80,1,2799,640,1407,521,1056,119,351,405,559,82,472,554,431,71,47,247,153,1804,0.455,0.493,0.339,0.725,0.546,0.497,F,banchpa01,165,80,1,21,ORL,80,80,1,5.3,109,112,1.3,4,0.09,1.3,0,1.3,2.3,17.3,3.4,20,11.6,25.2,1.3,1.6,13,29.7,F,banchpa01
Desmond Bane,42,0,2023-24,25,MEM,42,42,0,1443,360,776,223,416,137,360,140,161,36,149,185,230,43,22,112,120,997,0.464,0.536,0.381,0.87,0.589,0.552,G,banede01,166,42,0,25,MEM,42,42,0,3.1,114,116,1.8,1.3,0.102,3.1,-0.3,2.8,1.7,18.5,2.6,11.8,7,29.2,1.5,1.4,11.7,28.5,G,banede01
Harrison Barnes,82,0,2023-24,31,SAC,82,82,0,2381,347,732,198,347,149,385,157,196,67,182,249,99,54,12,58,98,1000,0.474,0.571,0.387,0.801,0.611,0.576,F,barneha02,167,82,0,31,SAC,82,82,0,4.7,122,119,3.1,1.5,0.094,-0.6,-1.2,-1.8,0.1,11.9,3.1,8.8,5.9,5.6,1.1,0.5,6.6,15.7,F,barneha02
Scottie Barnes,60,1,2023-24,22,TOR,60,60,1,2094,447,942,346,646,101,296,196,251,141,353,494,363,75,88,165,118,1191,0.475,0.536,0.341,0.781,0.566,0.528,G-F,barnesc01,168,60,1,22,TOR,60,60,1,4.3,114,116,2.3,2,0.098,2.9,0.8,3.7,3,19.5,7.3,18.9,13,26.2,1.7,3.7,13.6,24.8,G-F,barnesc01
RJ Barrett,58,0,2023-24,23,NYKTOR,58,58,0,1838,436,880,346,630,90,250,208,291,53,262,315,193,31,22,126,129,1170,0.495,0.549,0.36,0.715,0.58,0.547,G-F,barrerj01,169,58,0,23,NYKTOR,58,58,0,2.9,112,119,1.6,1.2,0.075,0.7,-1.5,-0.8,0.6,16.4,3.1,16,9.5,16.7,0.8,1.1,11.1,26.5,G-F,barrerj01
Nicolas Batum,38,0,2023-24,35,LACPHI,60,38,0,1529,116,256,43,71,73,185,15,21,70,178,248,128,48,38,40,109,320,0.453,0.606,0.395,0.714,0.603,0.596,F-G,batumni01,170,38,0,35,LACPHI,60,38,0,3.3,126,115,1.7,1.6,0.103,-1.3,0.8,-0.4,0.6,10.2,5,13.1,9,10.7,1.5,2.3,13.1,8.6,F-G,batumni01
Bradley Beal,53,0,2023-24,30,PHO,53,53,0,1767,377,735,276,500,101,235,109,134,54,178,232,265,52,27,131,127,964,0.513,0.552,0.43,0.813,0.607,0.582,G,bealbr01,171,53,0,30,PHO,53,53,0,3.9,117,117,2.4,1.5,0.107,0.9,-0.6,0.4,1.1,16.3,3.6,10.8,7.4,22.5,1.4,1.3,14.2,22.7,G,bealbr01
Malik Beasley,77,0,2023-24,27,MIL,79,77,0,2337,320,722,96,180,224,542,25,35,41,249,290,108,59,9,54,158,889,0.443,0.533,0.413,0.714,0.603,0.598,G,beaslma01,172,77,0,27,MIL,79,77,0,3.5,117,118,1.9,1.6,0.073,-1,-0.8,-1.8,0.1,10.3,2,11.4,6.8,6.1,1.2,0.3,6.8,14.6,G,beaslma01
Patrick Beverley,13,0,2023-24,35,MILPHI,73,13,0,1462,158,379,97,198,61,181,74,90,49,190,239,212,43,31,65,128,451,0.417,0.49,0.337,0.822,0.539,0.497,G,beverpa01,173,13,0,35,MILPHI,73,13,0,2.7,116,115,1.2,1.5,0.09,-1.5,0.5,-1.1,0.3,11.6,3.7,14.3,9,19,1.4,1.9,13.4,14.3,G,beverpa01
Saddiq Bey,51,0,2023-24,24,ATL,63,51,0,2062,290,697,177,339,113,358,170,203,167,244,411,92,51,11,54,88,863,0.416,0.522,0.316,0.837,0.549,0.497,F,beysa01,174,51,0,24,ATL,63,51,0,3.5,120,121,2.8,0.7,0.081,0.1,-2,-1.8,0.1,13.1,8.5,13.4,10.9,6,1.2,0.5,6.4,17,F,beysa01
Goga Bitadze,33,0,2023-24,24,ORL,62,33,0,957,126,209,124,195,2,14,57,87,109,177,286,79,32,72,44,107,311,0.603,0.636,0.143,0.655,0.629,0.608,C,bitadgo01,175,33,0,24,ORL,62,33,0,3.7,128,107,1.8,1.9,0.186,-0.7,2.8,2.1,1,17.8,13.3,21.9,17.5,11.7,1.7,7,15.1,13.3,C,bitadgo01
Bismack Biyombo,27,0,2023-24,31,MEMOKC,40,27,0,791,74,131,74,131,0,0,26,54,62,147,209,53,11,37,42,89,174,0.565,0.565,,0.481,0.562,0.565,C-F,biyombi01,176,27,0,31,MEMOKC,40,27,0,1.1,108,114,0.1,1,0.066,-4.8,1.4,-3.4,-0.3,9.9,8.3,21.1,14.5,9.5,0.7,4.4,21.3,10.7,C-F,biyombi01
Anthony Black,33,0,2023-24,20,ORL,69,33,0,1164,115,247,78,153,37,94,49,80,33,106,139,91,35,21,56,110,316,0.466,0.51,0.394,0.613,0.56,0.54,G,blackan01,177,33,0,20,ORL,69,33,0,1.6,108,113,0.1,1.5,0.067,-3.8,0.8,-3,-0.3,8.4,3.3,10.8,7,10.6,1.5,1.7,16.6,12.7,G,blackan01
Bogdan Bogdanović,33,0,2023-24,31,ATL,79,33,0,2401,471,1100,231,459,240,641,151,164,53,219,272,247,96,26,112,179,1333,0.428,0.503,0.374,0.921,0.569,0.537,G,bogdabo01,178,33,0,31,ATL,79,33,0,3.9,116,120,2.8,1.2,0.079,0.9,-0.7,0.2,1.4,14.7,2.3,10.3,6.2,14.9,1.9,1,8.7,22.3,G,bogdabo01
Bojan Bogdanović,27,0,2023-24,34,DETNYK,57,27,0,1478,309,681,176,347,133,334,117,149,22,130,152,97,30,5,101,95,868,0.454,0.507,0.398,0.785,0.581,0.551,G-F,bogdabo02,179,27,0,34,DETNYK,57,27,0,1.1,108,120,0.3,0.7,0.034,-0.7,-2.5,-3.2,-0.4,12.6,1.6,10,5.7,10.3,1,0.3,11.9,24.6,G-F,bogdabo02
Devin Booker,68,1,2023-24,27,PHO,68,68,1,2447,642,1305,490,887,152,418,405,457,56,252,308,472,61,28,178,206,1841,0.492,0.552,0.364,0.886,0.611,0.55,G,bookede01,180,68,1,27,PHO,68,68,1,9.2,124,117,7.2,2,0.181,4,-1,3,3.1,21.9,2.7,11.1,7.1,31.2,1.2,1,10.6,29.8,G,bookede01
Malaki Branham,29,0,2023-24,20,SAS,75,29,0,1594,271,628,178,360,93,268,55,63,28,120,148,156,27,8,91,94,690,0.432,0.494,0.347,0.873,0.526,0.506,G,branhma01,181,29,0,20,SAS,75,29,0,-0.3,101,121,-0.9,0.6,-0.008,-3.4,-2.2,-5.6,-1.5,8.7,1.9,8.2,5,14,0.8,0.4,12.2,19.8,G,branhma01
Mikal Bridges,82,0,2023-24,27,BRK,82,82,0,2854,564,1294,344,702,220,592,258,317,68,304,372,299,81,30,164,116,1606,0.436,0.49,0.372,0.814,0.56,0.521,F-G,bridgmi01,182,82,0,27,BRK,82,82,0,4.2,112,118,2.1,2.1,0.07,0.7,-1,-0.4,1.2,14.9,2.5,12,7.1,16.3,1.4,0.9,10.3,24.3,F-G,bridgmi01
Miles Bridges,67,0,2023-24,25,CHO,69,67,0,2581,559,1210,402,760,157,450,174,211,71,434,505,231,65,33,138,118,1449,0.462,0.529,0.349,0.825,0.556,0.527,G-F,bridgmi02,183,67,0,25,CHO,69,67,0,2.2,108,120,0.7,1.4,0.04,0.2,-1.3,-1.1,0.6,15.4,3,19.5,11,14.6,1.2,1.2,9.6,24.7,G-F,bridgmi02
Malcolm Brogdon,25,0,2023-24,31,POR,39,25,0,1121,218,496,136,297,82,199,95,116,28,120,148,214,27,8,60,58,613,0.44,0.458,0.412,0.819,0.56,0.522,G,brogdma01,184,25,0,31,POR,39,25,0,2.6,120,120,2,0.6,0.111,2.7,-0.7,2,1.1,17,2.6,12.8,7.4,30.9,1.2,0.6,9.9,23,G,brogdma01
Dillon Brooks,72,0,2023-24,28,HOU,72,72,0,2227,329,768,196,398,133,370,124,147,53,193,246,119,64,10,88,241,915,0.428,0.492,0.359,0.844,0.549,0.515,F-G,brookdi01,185,72,0,28,HOU,72,72,0,2.7,109,116,0.6,2.1,0.058,-3.3,-0.3,-3.6,-0.9,9.4,2.5,9.4,5.9,7.5,1.4,0.4,9.6,17.6,F-G,brookdi01
Bruce Brown,44,0,2023-24,27,INDTOR,67,44,0,1866,278,582,225,418,53,164,117,142,53,231,284,192,59,17,86,148,726,0.478,0.538,0.323,0.824,0.563,0.523,G-F,brownbr01,186,44,0,27,INDTOR,67,44,0,2.2,113,120,1.2,1,0.058,-2.4,-1,-3.3,-0.6,11.6,3.1,14,8.5,13.2,1.5,0.8,11.8,16.5,G-F,brownbr01
Jaylen Brown,70,1,2023-24,27,BOS,70,70,1,2343,627,1256,482,846,145,410,211,300,84,303,387,249,83,37,166,185,1610,0.499,0.57,0.354,0.703,0.58,0.557,F-G,brownja02,187,70,1,27,BOS,70,70,1,5.9,113,112,2.7,3.2,0.121,0.9,-0.1,0.7,1.6,18.6,4,13.4,8.9,16.6,1.8,1.4,10.7,28.9,F-G,brownja02
Troy Brown Jr.,15,0,2023-24,24,DETMIN,59,15,0,827,84,226,37,85,47,141,32,37,25,119,144,60,24,3,30,42,247,0.372,0.435,0.333,0.865,0.51,0.476,G-F,browntr01,188,15,0,24,DETMIN,59,15,0,0.8,105,115,0,0.9,0.048,-2.8,0.2,-2.6,-0.1,8.8,3.5,16,9.8,9.7,1.4,0.3,11,14.3,G-F,browntr01
Jalen Brunson,77,1,2023-24,27,NYK,77,77,1,2726,790,1648,579,1122,211,526,421,497,43,235,278,519,70,13,186,144,2212,0.479,0.516,0.401,0.847,0.592,0.543,G,brunsja01,189,77,1,27,NYK,77,77,1,11.2,124,117,8.8,2.4,0.198,6.3,-0.4,5.8,5.4,23.4,1.8,9.7,5.7,33.5,1.3,0.4,9.1,32.5,G,brunsja01
Jimmy Butler,60,0,2023-24,34,MIA,60,60,0,2042,396,793,336,648,60,145,394,459,105,213,318,298,79,17,102,68,1246,0.499,0.519,0.414,0.858,0.626,0.537,F-G,butleji01,190,60,0,34,MIA,60,60,0,9.1,129,113,6.4,2.7,0.214,3.9,0.7,4.6,3.4,22,5.8,11.9,8.8,23.1,1.9,0.8,9.3,24,F-G,butleji01
Kentavious Caldwell-Pope,76,0,2023-24,30,DEN,76,76,0,2402,270,587,145,279,125,308,101,113,31,152,183,183,98,42,75,151,766,0.46,0.52,0.406,0.894,0.602,0.566,G,caldwke01,191,76,0,30,DEN,76,76,0,4.8,119,115,2.2,2.6,0.096,-2.1,0.7,-1.4,0.4,10.7,1.5,6.8,4.2,9.5,2,1.5,10.5,12.9,G,caldwke01
Toumani Camara,49,0,2023-24,23,POR,70,49,0,1739,197,438,139,266,58,172,75,99,139,204,343,87,66,33,84,174,527,0.45,0.523,0.337,0.758,0.547,0.516,F,camarto01,192,49,0,23,POR,70,49,0,2,110,117,0.6,1.4,0.055,-3.1,0,-3.1,-0.5,10.6,8.4,14,11,7.2,1.9,1.7,14.9,13.8,F,camarto01
Clint Capela,73,0,2023-24,29,ATL,73,73,0,1883,353,618,353,617,0,1,130,206,335,441,776,91,43,106,74,164,836,0.571,0.572,0,0.631,0.59,0.571,C,capelca01,193,73,0,29,ATL,73,73,0,6.3,128,115,4.4,1.9,0.161,1,-1,0.1,1,20.7,18.7,26.5,22.4,6.9,1.1,5.1,9.5,17.3,C,capelca01
Wendell Carter Jr.,48,0,2023-24,24,ORL,55,48,0,1406,223,425,159,254,64,171,93,134,112,269,381,95,35,28,68,121,603,0.525,0.626,0.374,0.694,0.623,0.6,C,cartewe01,194,48,0,24,ORL,55,48,0,4.4,122,111,2.2,2.1,0.149,0.5,0.4,0.9,1,15.9,9.3,22.7,15.9,9.9,1.2,1.9,12.3,17.2,C,cartewe01
Alex Caruso,57,0,2023-24,29,CHI,71,57,0,2040,253,541,117,208,136,333,73,96,62,211,273,247,120,70,102,181,715,0.468,0.563,0.408,0.76,0.613,0.593,G,carusal01,195,57,0,29,CHI,71,57,0,4.9,119,113,2.3,2.6,0.115,0.2,2.3,2.5,2.3,14.5,3.3,11.8,7.5,16.4,2.9,3.5,14.9,14.7,G,carusal01
Julian Champagnie,59,0,2023-24,22,SAS,74,59,0,1468,164,402,63,125,101,277,75,92,42,164,206,103,48,42,57,77,504,0.408,0.504,0.365,0.815,0.57,0.534,F,champju02,196,59,0,22,SAS,74,59,0,1.8,111,117,0.6,1.3,0.059,-1.8,-0.1,-1.9,0,10.6,3.1,12.2,7.6,9.3,1.6,2.4,11.4,14.4,F,champju02
Jordan Clarkson,19,0,2023-24,31,UTA,55,19,0,1682,337,816,246,507,91,309,177,201,49,139,188,277,35,6,146,81,942,0.413,0.485,0.294,0.881,0.521,0.469,G,clarkjo01,197,19,0,31,UTA,55,19,0,0.2,107,124,0.1,0.1,0.006,-1.3,-3.2,-4.5,-1.1,12.7,3.2,9,6.2,24.6,1,0.3,13.9,26.1,G,clarkjo01
Nic Claxton,71,0,2023-24,24,BRK,71,71,0,2116,366,582,365,577,1,5,108,196,193,513,706,147,46,146,93,175,841,0.629,0.633,0.2,0.551,0.629,0.63,C,claxtni01,198,71,0,24,BRK,71,71,0,6.7,124,111,3.5,3.2,0.152,-0.3,1.5,1.2,1.7,18.7,9.7,27.3,18.2,10.4,1.1,6.2,12.2,15.6,C,claxtni01
Amir Coffey,13,0,2023-24,26,LAC,70,13,0,1460,166,352,96,168,70,184,61,71,29,119,148,76,41,14,33,102,463,0.472,0.571,0.38,0.859,0.604,0.571,G,coffeam01,199,13,0,26,LAC,70,13,0,2.6,122,118,1.6,1,0.084,-1.9,-0.3,-2.2,-0.1,10,2.3,8.9,5.7,6.8,1.4,0.9,7.9,12.5,G,coffeam01
John Collins,66,0,2023-24,26,UTA,68,66,0,1901,397,746,311,514,86,232,147,185,157,418,575,77,40,61,98,191,1027,0.532,0.605,0.371,0.795,0.621,0.59,F,collijo01,200,66,0,26,UTA,68,66,0,4.4,121,118,3.1,1.3,0.11,0.5,-1.4,-0.9,0.5,17.5,9.2,24,16.7,6.1,1,2.9,10.6,20.4,F,collijo01
Zach Collins,29,0,2023-24,26,SAS,69,29,0,1526,298,616,240,435,58,181,122,162,118,252,370,194,34,52,132,206,776,0.484,0.552,0.32,0.753,0.565,0.531,C-F,colliza01,201,29,0,26,SAS,69,29,0,1.8,108,116,0.4,1.5,0.057,-2,-0.1,-2,0,14.3,8.3,18,13.1,18.9,1.1,2.8,16.1,22.7,C-F,colliza01
Mike Conley,76,0,2023-24,36,MIN,76,76,0,2193,294,644,115,239,179,405,102,112,37,181,218,449,88,17,102,128,869,0.457,0.481,0.442,0.911,0.627,0.595,G,conlemi01,202,76,0,36,MIN,76,76,0,8.2,129,111,5,3.3,0.18,2,1.4,3.4,3,15.8,2,9,5.6,28.4,2,0.7,12.8,16,G,conlemi01
Bilal Coulibaly,15,0,2023-24,19,WAS,63,15,0,1715,188,432,124,247,64,185,92,131,56,200,256,110,57,48,87,137,532,0.435,0.502,0.346,0.702,0.543,0.509,F,coulibi01,203,15,0,19,WAS,63,15,0,0.4,103,120,-0.5,0.9,0.013,-3.6,-0.5,-4.2,-0.9,8.9,3.4,12.8,8,8.2,1.6,2.3,15.1,14.2,F,coulibi01
Torrey Craig,14,0,2023-24,33,CHI,53,14,0,1049,108,251,48,98,60,153,27,36,69,148,217,58,30,21,32,110,303,0.43,0.49,0.392,0.75,0.568,0.55,G-F,craigto01,204,14,0,33,CHI,53,14,0,1.9,119,117,1,0.9,0.087,-1.8,-0.2,-2,0,10.8,7.2,16.1,11.6,7.3,1.4,2.1,10.7,12.5,G-F,craigto01
Jae Crowder,25,0,2023-24,33,MIL,50,25,0,1156,114,270,56,104,58,166,26,36,31,130,161,66,38,9,23,74,312,0.422,0.538,0.349,0.722,0.546,0.53,F,crowdja01,205,25,0,33,MIL,50,25,0,1.6,114,117,0.6,1,0.065,-2.6,0,-2.6,-0.2,8.9,3,12.1,7.6,7.2,1.6,0.7,7.4,11.5,F,crowdja01
Cade Cunningham,62,0,2023-24,22,DET,62,62,0,2074,524,1167,405,832,119,335,238,274,33,235,268,464,56,22,212,153,1405,0.449,0.487,0.355,0.869,0.546,0.5,G,cunnica01,206,62,0,22,DET,62,62,0,1.8,108,120,0.7,1,0.041,2,-1.6,0.3,1.2,17.1,1.7,12.9,7.2,37.5,1.3,0.9,14.1,30.8,G,cunnica01
Stephen Curry,74,1,2023-24,35,GSW,74,74,1,2421,650,1445,293,569,357,876,299,324,37,293,330,379,54,28,210,117,1956,0.45,0.515,0.408,0.923,0.616,0.573,G,curryst01,207,74,1,35,GSW,74,74,1,7.2,119,117,5.2,2,0.142,6.3,-1.1,5.2,4.4,20.6,1.7,12.9,7.4,24.7,1.1,1,11.7,31.3,G,curryst01
Dyson Daniels,16,0,2023-24,20,NOP,61,16,0,1358,139,311,97,176,42,135,34,53,62,174,236,164,85,25,59,101,354,0.447,0.551,0.311,0.642,0.529,0.514,G,daniedy01,208,16,0,20,NOP,61,16,0,2.9,113,110,0.7,2.2,0.103,-1.9,2.5,0.6,0.9,12,5.1,14.1,9.7,15.4,3.1,1.8,15,12.6,G,daniedy01
Anthony Davis,76,1,2023-24,30,LAL,76,76,1,2700,713,1283,684,1176,29,107,421,516,239,722,961,266,91,178,159,177,1876,0.556,0.582,0.271,0.816,0.621,0.567,F-C,davisan02,209,76,1,30,LAL,76,76,1,11.8,124,109,7.2,4.7,0.21,3.5,1.7,5.1,4.9,25.8,10.4,28.3,19.8,15.5,1.6,5.7,9.5,26.7,F-C,davisan02
DeMar DeRozan,79,0,2023-24,34,CHI,79,79,0,2989,650,1355,575,1130,75,225,522,612,43,297,340,421,90,45,135,161,1897,0.48,0.509,0.333,0.853,0.584,0.507,G-F,derozde01,210,79,0,34,CHI,79,79,0,9.2,122,118,7,2.2,0.147,2.1,-0.3,1.8,2.8,19.7,1.6,11.3,6.4,21.8,1.5,1.5,7.7,25.8,G-F,derozde01
Gradey Dick,17,0,2023-24,20,TOR,60,17,0,1268,189,445,101,204,88,241,44,51,27,105,132,68,34,2,50,87,510,0.425,0.495,0.365,0.863,0.546,0.524,G,dickgr01,211,17,0,20,TOR,60,17,0,0.3,105,122,-0.1,0.4,0.01,-3.2,-2.2,-5.4,-1.1,8.9,2.3,9.3,5.7,7.4,1.3,0.1,9.7,17.4,G,dickgr01
Spencer Dinwiddie,52,0,2023-24,30,BRKLAL,76,52,0,2152,251,640,127,272,124,368,169,210,30,175,205,356,51,22,91,138,795,0.392,0.467,0.337,0.805,0.543,0.489,G,dinwisp01,212,52,0,30,BRKLAL,76,52,0,3.6,117,119,2.3,1.3,0.081,-1.3,-0.6,-1.9,0.1,11.7,1.5,9,5.2,22.7,1.2,0.9,11.1,16.6,G,dinwisp01
Donte DiVincenzo,63,0,2023-24,27,NYK,81,63,0,2360,445,1004,162,299,283,705,86,114,63,234,297,216,107,36,113,166,1259,0.443,0.542,0.401,0.754,0.597,0.584,G,divindo01,213,63,0,27,NYK,81,63,0,6.6,120,113,3.6,3,0.135,2.5,0.9,3.4,3.2,16,3,11.2,7.1,13.7,2.3,1.4,9.7,21.3,G,divindo01
Luka Dončić,70,1,2023-24,24,DAL,70,70,1,2624,804,1652,520,908,284,744,478,608,59,588,647,686,99,38,282,149,2370,0.487,0.573,0.382,0.786,0.617,0.573,G-F,doncilu01,214,70,1,24,DAL,70,70,1,12,122,113,8.5,3.5,0.22,8.3,1.7,9.9,8,28.1,2.5,24.4,13.5,44.3,1.8,1.3,12.8,36,G-F,doncilu01
Luguentz Dort,79,0,2023-24,24,OKC,79,79,0,2246,288,657,132,261,156,396,128,155,74,210,284,113,72,47,74,228,860,0.438,0.506,0.394,0.826,0.593,0.557,G,dortlu01,215,79,0,24,OKC,79,79,0,4.6,117,114,2,2.5,0.097,-1.4,-0.2,-1.6,0.2,11.1,3.8,10,7,6.3,1.5,1.9,9.3,15.4,G,dortlu01
Ayo Dosunmu,37,0,2023-24,24,CHI,76,37,0,2212,360,719,241,424,119,295,85,105,54,162,216,242,68,36,103,166,924,0.501,0.568,0.403,0.81,0.604,0.583,G,dosunay01,216,37,0,24,CHI,76,37,0,4.1,118,119,2.6,1.5,0.089,-0.6,-0.2,-0.8,0.7,13.4,2.7,8.3,5.5,15.6,1.5,1.7,11.9,17.2,G,dosunay01
Andre Drummond,10,0,2023-24,30,CHI,79,10,0,1351,267,480,267,477,0,3,129,218,265,443,708,37,73,48,81,140,663,0.556,0.56,0,0.592,0.576,0.556,C,drumman01,217,10,0,30,CHI,79,10,0,4.9,119,107,2.3,2.6,0.175,0.8,-0.7,0.1,0.7,23,21.5,37.4,29.3,4.1,2.7,3.6,12.3,21.3,C,drumman01
